image_name,subfolder,stage,variant,threshold,superlevel,confidence,total_features,betti_0,betti_1,min_persistence,timestamp
ccdb3_512_gaussian_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_bilateral_filter,0.09019607843137255,True,0.9,2,0,0,0.02,2025-10-13T16:39:28.909907
ccdb3_512_gaussian_0.05_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.05_non_local_means,0.0784313725490196,True,0.9,2,0,0,0.02,2025-10-13T16:39:32.124697
ccdb3_512_gaussian_0.1_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_median_filter,0.09803921568627451,True,0.9,2,0,0,0.02,2025-10-13T16:39:34.263664
ccdb3_512_gaussian_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_bilateral_filter,0.09019607843137255,True,0.9,2,0,0,0.02,2025-10-13T16:39:36.850186
ccdb3_512_gaussian_0.1_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.1_non_local_means,0.0784313725490196,True,0.9,2,0,0,0.02,2025-10-13T16:39:40.060663
ccdb3_512_salt_pepper_0.05_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_median_filter,0.09803921568627451,True,0.9,2,0,0,0.02,2025-10-13T16:39:42.351188
ccdb3_512_salt_pepper_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_bilateral_filter,0.396078431372549,True,0.9,2,0,0,0.02,2025-10-13T16:39:45.040140
ccdb3_512_salt_pepper_0.05_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_non_local_means,0.09803921568627451,True,0.9,2,0,0,0.02,2025-10-13T16:39:48.571486
ccdb3_512_salt_pepper_0.1_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_median_filter,0.09803921568627451,True,0.9,2,0,0,0.02,2025-10-13T16:39:51.198465
ccdb3_512_salt_pepper_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_bilateral_filter,0.4470588235294118,True,0.9,2,0,0,0.05550236999988556,2025-10-13T16:39:53.913560
ccdb3_512_salt_pepper_0.1_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_non_local_means,0.11764705882352941,True,0.9,2,0,0,0.02,2025-10-13T16:39:57.723989
ccdb4_512_clean,MOUSEBIRN,baseline,baseline,0.2235294117647059,True,0.9,2,0,0,0.03430123161524534,2025-10-13T16:40:02.817395
ccdb4_512_gaussian_0.05,MOUSEBIRN,baseline,noised_gaussian_0.05,0.2196078431372549,True,0.9,2,0,0,0.034763747826218605,2025-10-13T16:40:13.582952
ccdb4_512_gaussian_0.1,MOUSEBIRN,baseline,noised_gaussian_0.1,0.2196078431372549,True,0.9,2,0,0,0.03482644446194172,2025-10-13T16:40:24.926083
ccdb4_512_salt_pepper_0.05,MOUSEBIRN,baseline,noised_salt_pepper_0.05,0.49411764705882355,True,0.9,2,0,0,0.06142581067979336,2025-10-13T16:40:35.841576
ccdb4_512_salt_pepper_0.1,MOUSEBIRN,baseline,noised_salt_pepper_0.1,0.5215686274509804,True,0.9,2,0,0,0.1094256117939949,2025-10-13T16:40:47.586248
ccdb4_512_gaussian_0.05_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:40:59.336779
ccdb4_512_gaussian_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_bilateral_filter,0.20392156862745098,True,0.9,2,0,0,0.02,2025-10-13T16:41:04.102583
ccdb4_512_gaussian_0.05_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.05_non_local_means,0.17647058823529413,True,0.9,2,0,0,0.02,2025-10-13T16:41:10.242683
